Date,Location,Time,Temperature (°C),Humidity (%),Solar Irradiance (W/m²),Cloud Cover (%),Energy Generated (kWh)
2023-01-21,Bangalore,00:00:00,27,43,1108,59,304
2023-01-21,Pune,01:00:00,41,40,390,98,218
2023-01-21,Ahmedabad,02:00:00,21,63,692,1,208
2023-01-21,Hyderabad,03:00:00,37,89,1111,68,338
2023-01-21,Goa,04:00:00,28,42,1148,7,107
2023-01-21,Chennai,05:00:00,32,68,362,50,142
2023-01-21,Mumbai,06:00:00,26,73,811,93,493
2023-01-21,Chennai,07:00:00,29,57,898,18,396
2023-01-21,Bangalore,08:00:00,28,69,494,93,231
2023-01-21,Delhi,09:00:00,41,45,778,30,305
2023-01-21,Mumbai,10:00:00,34,79,272,79,487
2023-01-21,Jaipur,11:00:00,24,57,943,21,379
2023-01-21,Goa,12:00:00,31,97,900,32,338
2023-01-21,Jaipur,13:00:00,20,89,761,85,376
2023-01-21,Ahmedabad,14:00:00,31,41,508,71,493
2023-01-21,Mumbai,15:00:00,41,45,501,36,145
2023-01-21,Jaipur,16:00:00,25,82,507,11,297
2023-01-21,Jaipur,17:00:00,38,83,323,68,220
2023-01-21,Hyderabad,18:00:00,38,78,868,63,399
2023-01-21,Chennai,19:00:00,35,65,460,24,319
2023-01-21,Hyderabad,20:00:00,38,91,394,53,455
2023-01-21,Mumbai,21:00:00,22,55,1041,28,388
2023-01-21,Mumbai,22:00:00,42,85,550,12,193
2023-01-21,Bangalore,23:00:00,29,51,1042,25,391
2023-01-22,Hyderabad,00:00:00,37,98,967,21,252
2023-01-22,Kolkata,01:00:00,32,78,1176,92,112
2023-01-22,Chennai,02:00:00,37,31,1135,75,306
2023-01-22,Mumbai,03:00:00,22,82,688,91,354
2023-01-22,Bangalore,04:00:00,42,36,399,72,257
2023-01-22,Hyderabad,05:00:00,22,49,1083,9,369
2023-01-22,Chennai,06:00:00,42,59,707,47,405
2023-01-22,Hyderabad,07:00:00,44,96,1097,41,167
2023-01-22,Jaipur,08:00:00,31,88,779,89,356
2023-01-22,Bangalore,09:00:00,39,95,645,99,288
2023-01-22,Chennai,10:00:00,26,32,279,58,102
2023-01-22,Pune,11:00:00,44,85,944,52,336
2023-01-22,Ahmedabad,12:00:00,43,46,897,39,231
2023-01-22,Ahmedabad,13:00:00,27,81,816,74,270
2023-01-22,Chennai,14:00:00,28,36,668,61,369
2023-01-22,Hyderabad,15:00:00,33,34,1036,5,188
2023-01-22,Bangalore,16:00:00,24,83,641,3,202
2023-01-22,Ahmedabad,17:00:00,40,90,1130,90,224
2023-01-22,Bangalore,18:00:00,38,45,853,54,166
2023-01-22,Ahmedabad,19:00:00,40,96,1110,87,362
2023-01-22,Jaipur,20:00:00,35,88,1101,68,107
2023-01-22,Hyderabad,21:00:00,43,76,471,2,143
2023-01-22,Jaipur,22:00:00,31,77,542,6,234
2023-01-22,Ahmedabad,23:00:00,40,93,323,87,347
2023-01-23,Pune,00:00:00,23,79,422,85,403
2023-01-23,Pune,01:00:00,27,70,689,11,417
2023-01-23,Jaipur,02:00:00,26,51,885,98,124
2023-01-23,Pune,03:00:00,34,83,902,16,473
2023-01-23,Ahmedabad,04:00:00,25,34,851,66,295
2023-01-23,Chennai,05:00:00,24,46,496,74,291
2023-01-23,Jaipur,06:00:00,33,70,318,69,468
2023-01-23,Delhi,07:00:00,40,64,986,35,221
2023-01-23,Hyderabad,08:00:00,32,69,275,16,359
2023-01-23,Pune,09:00:00,29,51,820,85,146
2023-01-23,Pune,10:00:00,37,77,830,0,473
2023-01-23,Mumbai,11:00:00,23,82,1172,66,308
2023-01-23,Kolkata,12:00:00,27,39,1080,79,400
2023-01-23,Jaipur,13:00:00,43,47,457,98,188
2023-01-23,Goa,14:00:00,30,78,731,77,102
2023-01-23,Pune,15:00:00,36,59,830,48,495
2023-01-23,Hyderabad,16:00:00,37,48,550,50,244
2023-01-23,Delhi,17:00:00,40,84,848,70,473
2023-01-23,Pune,18:00:00,44,89,476,89,121
2023-01-23,Delhi,19:00:00,30,50,454,42,138
2023-01-23,Ahmedabad,20:00:00,35,55,463,30,394
2023-01-23,Ahmedabad,21:00:00,31,57,878,23,206
2023-01-23,Kolkata,22:00:00,32,68,876,82,199
2023-01-23,Chennai,23:00:00,35,62,228,36,371
2023-01-24,Goa,00:00:00,42,69,666,64,328
2023-01-24,Mumbai,01:00:00,40,58,234,88,473
2023-01-24,Kolkata,02:00:00,20,49,948,62,384
2023-01-24,Bangalore,03:00:00,35,49,493,55,305
2023-01-24,Mumbai,04:00:00,34,41,801,73,170
2023-01-24,Jaipur,05:00:00,25,54,402,17,268
2023-01-24,Hyderabad,06:00:00,31,54,939,64,284
2023-01-24,Bangalore,07:00:00,27,33,1130,28,432
2023-01-24,Bangalore,08:00:00,26,33,267,76,307
2023-01-24,Kolkata,09:00:00,21,38,330,3,487
2023-01-24,Chennai,10:00:00,31,44,1076,11,481
2023-01-24,Kolkata,11:00:00,40,55,310,55,454
2023-01-24,Jaipur,12:00:00,33,61,723,47,471
2023-01-24,Pune,13:00:00,35,81,487,18,370
2023-01-24,Pune,14:00:00,30,61,886,25,445
2023-01-24,Chennai,15:00:00,39,38,1030,37,234
2023-01-24,Jaipur,16:00:00,28,42,865,79,245
2023-01-24,Chennai,17:00:00,29,85,242,24,444
2023-01-24,Delhi,18:00:00,36,73,1074,55,248
2023-01-24,Pune,19:00:00,31,59,916,73,215
2023-01-24,Bangalore,20:00:00,25,45,883,27,491
2023-01-24,Goa,21:00:00,38,41,493,60,286
2023-01-24,Hyderabad,22:00:00,30,95,484,91,119
2023-01-24,Jaipur,23:00:00,28,47,1022,88,437
2023-01-25,Mumbai,00:00:00,40,42,763,88,472
2023-01-25,Chennai,01:00:00,25,53,826,50,343
2023-01-25,Hyderabad,02:00:00,44,41,218,11,166
2023-01-25,Mumbai,03:00:00,44,89,706,7,161
2023-01-25,Hyderabad,04:00:00,43,89,746,99,373
2023-01-25,Goa,05:00:00,44,30,247,57,446
2023-01-25,Mumbai,06:00:00,35,72,944,87,209
2023-01-25,Kolkata,07:00:00,39,84,418,22,155
2023-01-25,Ahmedabad,08:00:00,35,69,821,36,184
2023-01-25,Kolkata,09:00:00,25,93,965,10,363
2023-01-25,Pune,10:00:00,24,63,387,16,494
2023-01-25,Ahmedabad,11:00:00,40,63,230,91,206
2023-01-25,Kolkata,12:00:00,23,77,458,55,111
2023-01-25,Ahmedabad,13:00:00,21,62,874,52,275
2023-01-25,Ahmedabad,14:00:00,25,97,543,66,458
2023-01-25,Bangalore,15:00:00,28,59,507,1,418
2023-01-25,Chennai,16:00:00,36,58,270,28,126
2023-01-25,Chennai,17:00:00,33,52,506,56,390
2023-01-25,Bangalore,18:00:00,26,63,767,33,229
2023-01-25,Hyderabad,19:00:00,41,44,298,77,326
2023-01-25,Delhi,20:00:00,38,82,220,96,235
2023-01-25,Hyderabad,21:00:00,20,46,1096,81,119
2023-01-25,Mumbai,22:00:00,39,93,819,92,363
2023-01-25,Mumbai,23:00:00,44,90,764,1,423
2023-01-26,Ahmedabad,00:00:00,34,86,205,74,258
2023-01-26,Kolkata,01:00:00,37,66,430,30,259
2023-01-26,Kolkata,02:00:00,22,36,1193,76,496
2023-01-26,Chennai,03:00:00,37,37,281,43,441
2023-01-26,Jaipur,04:00:00,21,97,1157,89,125
2023-01-26,Hyderabad,05:00:00,29,50,416,55,180
2023-01-26,Pune,06:00:00,30,90,534,97,475
2023-01-26,Goa,07:00:00,43,58,758,53,117
2023-01-26,Kolkata,08:00:00,22,54,1063,52,168
2023-01-26,Goa,09:00:00,26,87,1073,73,495
2023-01-26,Ahmedabad,10:00:00,27,43,952,75,229
2023-01-26,Goa,11:00:00,38,95,889,85,234
2023-01-26,Pune,12:00:00,37,83,793,45,402
2023-01-26,Bangalore,13:00:00,32,96,998,53,478
2023-01-26,Pune,14:00:00,32,59,903,30,317
2023-01-26,Goa,15:00:00,43,47,1124,82,409
2023-01-26,Pune,16:00:00,38,83,854,23,114
2023-01-26,Delhi,17:00:00,42,50,1025,24,285
2023-01-26,Ahmedabad,18:00:00,31,82,990,34,294
2023-01-26,Hyderabad,19:00:00,36,45,1133,56,290
2023-01-26,Bangalore,20:00:00,41,57,752,71,333
2023-01-26,Kolkata,21:00:00,31,33,658,68,165
2023-01-26,Mumbai,22:00:00,32,84,982,85,180
2023-01-26,Hyderabad,23:00:00,44,44,286,27,135
2023-01-27,Mumbai,00:00:00,31,93,714,75,334
2023-01-27,Ahmedabad,01:00:00,38,94,922,32,116
2023-01-27,Bangalore,02:00:00,33,45,712,52,101
2023-01-27,Chennai,03:00:00,26,49,1183,15,132
2023-01-27,Kolkata,04:00:00,32,93,786,25,448
2023-01-27,Delhi,05:00:00,25,62,677,11,479
2023-01-27,Chennai,06:00:00,43,98,697,86,233
2023-01-27,Ahmedabad,07:00:00,38,98,1106,89,455
2023-01-27,Hyderabad,08:00:00,38,87,1155,76,443
2023-01-27,Delhi,09:00:00,23,68,942,86,366
2023-01-27,Pune,10:00:00,38,65,648,30,104
2023-01-27,Goa,11:00:00,28,97,787,99,385
2023-01-27,Delhi,12:00:00,35,50,459,26,493
2023-01-27,Ahmedabad,13:00:00,23,92,736,35,446
2023-01-27,Jaipur,14:00:00,25,35,399,58,190
2023-01-27,Goa,15:00:00,27,53,662,86,251
2023-01-27,Mumbai,16:00:00,43,82,1138,2,477
2023-01-27,Kolkata,17:00:00,35,79,293,93,217
2023-01-27,Mumbai,18:00:00,24,41,1135,31,160
2023-01-27,Delhi,19:00:00,40,85,551,14,457
2023-01-27,Mumbai,20:00:00,41,44,307,74,125
2023-01-27,Ahmedabad,21:00:00,29,69,554,65,208
2023-01-27,Pune,22:00:00,42,70,668,89,467
2023-01-27,Hyderabad,23:00:00,32,98,294,62,394
2023-01-28,Kolkata,00:00:00,33,98,1067,97,309
2023-01-28,Mumbai,01:00:00,26,35,290,0,358
2023-01-28,Mumbai,02:00:00,39,96,243,74,393
2023-01-28,Delhi,03:00:00,25,62,655,4,141
2023-01-28,Hyderabad,04:00:00,26,72,1154,89,403
2023-01-28,Chennai,05:00:00,24,50,583,5,112
2023-01-28,Mumbai,06:00:00,40,94,222,98,188
2023-01-28,Ahmedabad,07:00:00,37,46,901,4,187
2023-01-28,Jaipur,08:00:00,42,37,222,72,411
2023-01-28,Kolkata,09:00:00,31,93,433,27,286
2023-01-28,Mumbai,10:00:00,25,57,897,82,162
2023-01-28,Ahmedabad,11:00:00,20,42,510,68,435
2023-01-28,Ahmedabad,12:00:00,23,42,616,86,142
2023-01-28,Kolkata,13:00:00,38,67,532,43,332
2023-01-28,Chennai,14:00:00,31,54,774,15,333
2023-01-28,Ahmedabad,15:00:00,34,91,302,70,174
2023-01-28,Jaipur,16:00:00,22,52,699,77,352
2023-01-28,Ahmedabad,17:00:00,42,50,1027,21,412
2023-01-28,Ahmedabad,18:00:00,39,83,682,72,248
2023-01-28,Ahmedabad,19:00:00,27,92,388,22,281
2023-01-28,Pune,20:00:00,30,59,1047,42,306
2023-01-28,Pune,21:00:00,35,97,659,67,280
2023-01-28,Chennai,22:00:00,28,61,388,42,272
2023-01-28,Mumbai,23:00:00,22,53,550,25,340
2023-01-29,Ahmedabad,00:00:00,24,36,780,40,263
2023-01-29,Hyderabad,01:00:00,39,30,313,69,162
2023-01-29,Mumbai,02:00:00,33,32,303,30,481
2023-01-29,Chennai,03:00:00,34,57,819,16,334
2023-01-29,Bangalore,04:00:00,25,72,707,8,224
2023-01-29,Mumbai,05:00:00,23,75,544,90,356
2023-01-29,Mumbai,06:00:00,27,30,220,54,191
2023-01-29,Goa,07:00:00,38,67,586,5,324
2023-01-29,Delhi,08:00:00,24,64,1143,69,294
2023-01-29,Goa,09:00:00,32,83,977,63,474
2023-01-29,Jaipur,10:00:00,35,53,1054,3,306
2023-01-29,Pune,11:00:00,20,57,408,66,387
2023-01-29,Pune,12:00:00,32,51,881,87,314
2023-01-29,Delhi,13:00:00,41,45,682,55,285
2023-01-29,Kolkata,14:00:00,30,42,672,17,225
2023-01-29,Kolkata,15:00:00,40,91,905,31,381
2023-01-29,Chennai,16:00:00,27,72,1058,84,354
2023-01-29,Delhi,17:00:00,44,61,1141,47,160
2023-01-29,Mumbai,18:00:00,27,96,592,28,467
2023-01-29,Kolkata,19:00:00,43,86,834,31,300
2023-01-29,Ahmedabad,20:00:00,33,94,888,24,168
2023-01-29,Hyderabad,21:00:00,32,98,715,75,384
2023-01-29,Mumbai,22:00:00,22,78,387,62,162
2023-01-29,Jaipur,23:00:00,23,62,545,8,233
2023-01-30,Ahmedabad,00:00:00,39,48,551,70,338
2023-01-30,Ahmedabad,01:00:00,34,65,740,13,351
2023-01-30,Delhi,02:00:00,34,99,797,19,460
2023-01-30,Chennai,03:00:00,40,44,246,83,286
2023-01-30,Jaipur,04:00:00,32,53,276,9,470
2023-01-30,Kolkata,05:00:00,28,56,542,10,120
2023-01-30,Delhi,06:00:00,44,78,390,38,442
2023-01-30,Kolkata,07:00:00,29,52,742,18,390
2023-01-30,Delhi,08:00:00,31,62,1018,18,407
2023-01-30,Delhi,09:00:00,33,70,880,42,145
2023-01-30,Delhi,10:00:00,20,85,235,60,293
2023-01-30,Chennai,11:00:00,33,58,956,69,156
2023-01-30,Delhi,12:00:00,33,60,623,71,141
2023-01-30,Bangalore,13:00:00,27,94,550,64,432
2023-01-30,Hyderabad,14:00:00,35,47,387,22,334
2023-01-30,Kolkata,15:00:00,33,35,726,59,453
2023-01-30,Mumbai,16:00:00,20,81,533,9,115
2023-01-30,Goa,17:00:00,35,69,682,62,232
2023-01-30,Jaipur,18:00:00,37,94,415,1,100
2023-01-30,Pune,19:00:00,26,71,357,35,331
2023-01-30,Chennai,20:00:00,34,97,1125,56,249
2023-01-30,Mumbai,21:00:00,43,61,866,65,403
2023-01-30,Ahmedabad,22:00:00,36,39,440,78,221
2023-01-30,Bangalore,23:00:00,38,98,495,19,381
2023-01-31,Pune,00:00:00,42,38,661,41,389
2023-01-31,Goa,01:00:00,32,98,244,20,469
2023-01-31,Mumbai,02:00:00,28,90,694,93,413
2023-01-31,Pune,03:00:00,43,40,1170,87,312
2023-01-31,Mumbai,04:00:00,43,97,374,65,490
2023-01-31,Bangalore,05:00:00,34,37,545,37,380
2023-01-31,Goa,06:00:00,44,78,255,85,239
2023-01-31,Ahmedabad,07:00:00,22,53,765,92,258
2023-01-31,Delhi,08:00:00,43,62,540,77,126
2023-01-31,Kolkata,09:00:00,20,48,976,68,441
2023-01-31,Ahmedabad,10:00:00,35,31,1085,23,261
2023-01-31,Delhi,11:00:00,27,84,950,25,217
2023-01-31,Chennai,12:00:00,42,40,1032,1,436
2023-01-31,Hyderabad,13:00:00,32,46,307,45,174
2023-01-31,Jaipur,14:00:00,27,71,909,33,192
2023-01-31,Jaipur,15:00:00,36,90,1096,61,133
2023-01-31,Kolkata,16:00:00,41,32,413,86,214
2023-01-31,Goa,17:00:00,42,64,698,40,212
2023-01-31,Bangalore,18:00:00,33,95,957,98,467
2023-01-31,Goa,19:00:00,40,30,596,14,159
2023-01-31,Bangalore,20:00:00,40,36,749,54,381
2023-01-31,Goa,21:00:00,26,49,696,2,336
2023-01-31,Hyderabad,22:00:00,34,72,372,75,225
2023-01-31,Chennai,23:00:00,35,35,304,37,144
2023-02-01,Chennai,00:00:00,38,84,751,50,387
2023-02-01,Delhi,01:00:00,25,50,678,16,328
2023-02-01,Pune,02:00:00,42,80,598,90,296
2023-02-01,Chennai,03:00:00,20,75,633,82,311
2023-02-01,Chennai,04:00:00,31,64,841,48,170
2023-02-01,Ahmedabad,05:00:00,37,37,892,20,334
2023-02-01,Ahmedabad,06:00:00,35,97,1190,87,378
2023-02-01,Delhi,07:00:00,31,45,1121,23,266
2023-02-01,Pune,08:00:00,39,96,393,82,294
2023-02-01,Kolkata,09:00:00,32,93,1042,94,272
2023-02-01,Ahmedabad,10:00:00,27,31,1000,39,294
2023-02-01,Kolkata,11:00:00,41,30,665,19,162
2023-02-01,Mumbai,12:00:00,20,87,540,78,169
2023-02-01,Ahmedabad,13:00:00,40,30,258,34,322
2023-02-01,Hyderabad,14:00:00,26,36,1062,47,409
2023-02-01,Pune,15:00:00,34,98,737,98,382
2023-02-01,Delhi,16:00:00,41,47,677,32,448
2023-02-01,Mumbai,17:00:00,32,61,302,55,178
2023-02-01,Pune,18:00:00,32,74,732,40,135
2023-02-01,Hyderabad,19:00:00,28,62,1144,53,488
2023-02-01,Pune,20:00:00,43,78,791,43,294
2023-02-01,Hyderabad,21:00:00,34,62,1038,81,316
2023-02-01,Hyderabad,22:00:00,23,97,1181,80,387
2023-02-01,Kolkata,23:00:00,32,57,910,71,248
2023-02-02,Goa,00:00:00,31,82,521,83,372
2023-02-02,Mumbai,01:00:00,24,73,748,10,300
2023-02-02,Pune,02:00:00,26,84,213,93,253
2023-02-02,Bangalore,03:00:00,27,39,655,90,121
2023-02-02,Mumbai,04:00:00,24,43,420,13,396
2023-02-02,Goa,05:00:00,28,65,1075,41,414
2023-02-02,Mumbai,06:00:00,33,63,590,78,314
2023-02-02,Chennai,07:00:00,31,47,877,11,430
2023-02-02,Bangalore,08:00:00,23,45,372,83,221
2023-02-02,Goa,09:00:00,39,66,861,16,365
2023-02-02,Kolkata,10:00:00,27,70,883,89,442
2023-02-02,Pune,11:00:00,36,54,280,77,360
2023-02-02,Jaipur,12:00:00,27,37,535,24,154
2023-02-02,Goa,13:00:00,40,47,424,25,381
2023-02-02,Delhi,14:00:00,20,97,1070,46,359
2023-02-02,Pune,15:00:00,39,77,234,24,462
2023-02-02,Goa,16:00:00,21,99,1069,88,382
2023-02-02,Chennai,17:00:00,23,96,387,59,329
2023-02-02,Jaipur,18:00:00,43,47,423,59,225
2023-02-02,Chennai,19:00:00,40,47,842,26,358
2023-02-02,Jaipur,20:00:00,20,85,1085,42,149
2023-02-02,Delhi,21:00:00,26,52,1162,75,323
2023-02-02,Pune,22:00:00,20,64,1167,19,480
2023-02-02,Kolkata,23:00:00,28,35,693,62,381
2023-02-03,Chennai,00:00:00,22,55,1062,79,245
2023-02-03,Chennai,01:00:00,31,90,510,24,490
2023-02-03,Hyderabad,02:00:00,38,44,720,26,472
2023-02-03,Jaipur,03:00:00,34,61,780,51,144
2023-02-03,Ahmedabad,04:00:00,41,41,739,81,496
2023-02-03,Pune,05:00:00,35,34,1110,9,361
2023-02-03,Jaipur,06:00:00,29,93,568,49,333
2023-02-03,Hyderabad,07:00:00,41,56,674,29,152
2023-02-03,Mumbai,08:00:00,25,74,945,0,334
2023-02-03,Jaipur,09:00:00,36,64,230,53,295
2023-02-03,Kolkata,10:00:00,40,55,1026,3,103
2023-02-03,Pune,11:00:00,41,52,431,86,159
2023-02-03,Hyderabad,12:00:00,43,42,1049,6,272
2023-02-03,Mumbai,13:00:00,36,32,1197,29,171
2023-02-03,Bangalore,14:00:00,40,58,696,89,174
2023-02-03,Hyderabad,15:00:00,38,95,765,64,421
2023-02-03,Bangalore,16:00:00,37,93,1163,28,121
2023-02-03,Pune,17:00:00,30,57,1180,24,495
2023-02-03,Chennai,18:00:00,43,65,374,39,308
2023-02-03,Hyderabad,19:00:00,26,35,497,25,150
2023-02-03,Delhi,20:00:00,29,40,990,16,244
2023-02-03,Bangalore,21:00:00,26,67,564,30,448
2023-02-03,Kolkata,22:00:00,24,63,285,60,404
2023-02-03,Delhi,23:00:00,31,96,776,7,371
2023-02-04,Goa,00:00:00,35,75,288,68,143
2023-02-04,Goa,01:00:00,44,58,253,0,206
2023-02-04,Mumbai,02:00:00,40,89,829,78,249
2023-02-04,Chennai,03:00:00,37,83,560,99,193
2023-02-04,Pune,04:00:00,22,98,675,70,363
2023-02-04,Hyderabad,05:00:00,39,38,428,45,209
2023-02-04,Ahmedabad,06:00:00,34,39,978,90,117
2023-02-04,Kolkata,07:00:00,24,97,1030,98,337
2023-02-04,Bangalore,08:00:00,32,87,733,90,435
2023-02-04,Pune,09:00:00,38,81,1149,19,338
2023-02-04,Delhi,10:00:00,31,63,958,81,473
2023-02-04,Goa,11:00:00,42,64,1184,39,311
2023-02-04,Kolkata,12:00:00,40,62,572,1,330
2023-02-04,Ahmedabad,13:00:00,24,61,668,93,427
2023-02-04,Hyderabad,14:00:00,25,84,619,60,449
2023-02-04,Mumbai,15:00:00,26,37,1025,93,393
2023-02-04,Ahmedabad,16:00:00,29,75,731,70,180
2023-02-04,Kolkata,17:00:00,35,43,599,76,354
2023-02-04,Ahmedabad,18:00:00,27,37,1187,96,331
2023-02-04,Kolkata,19:00:00,28,83,383,29,462
2023-02-04,Kolkata,20:00:00,23,50,1060,29,308
2023-02-04,Jaipur,21:00:00,40,43,761,86,485
2023-02-04,Bangalore,22:00:00,40,31,289,44,397
2023-02-04,Goa,23:00:00,27,90,815,23,473
2023-02-05,Jaipur,00:00:00,44,46,905,83,120
2023-02-05,Hyderabad,01:00:00,26,77,582,91,337
2023-02-05,Jaipur,02:00:00,34,37,568,55,485
2023-02-05,Chennai,03:00:00,40,85,273,82,360
2023-02-05,Chennai,04:00:00,22,46,468,60,372
2023-02-05,Goa,05:00:00,36,98,214,12,379
2023-02-05,Ahmedabad,06:00:00,30,41,528,79,491
2023-02-05,Bangalore,07:00:00,28,67,994,55,249
2023-02-05,Goa,08:00:00,24,47,591,14,414
2023-02-05,Kolkata,09:00:00,44,55,909,10,251
2023-02-05,Delhi,10:00:00,29,66,1195,11,381
2023-02-05,Bangalore,11:00:00,34,99,633,85,160
2023-02-05,Bangalore,12:00:00,33,70,543,88,235
2023-02-05,Kolkata,13:00:00,23,71,394,2,111
2023-02-05,Kolkata,14:00:00,40,70,1121,23,113
2023-02-05,Mumbai,15:00:00,39,76,235,88,129
2023-02-05,Goa,16:00:00,21,43,1116,8,454
2023-02-05,Kolkata,17:00:00,31,30,404,91,417
2023-02-05,Chennai,18:00:00,20,46,1019,45,386
2023-02-05,Hyderabad,19:00:00,43,84,850,93,319
2023-02-05,Delhi,20:00:00,39,82,975,70,337
2023-02-05,Goa,21:00:00,24,60,256,59,126
2023-02-05,Pune,22:00:00,25,91,309,10,356
2023-02-05,Chennai,23:00:00,43,37,885,9,396
2023-02-06,Ahmedabad,00:00:00,30,59,695,2,241
2023-02-06,Kolkata,01:00:00,27,95,917,18,349
2023-02-06,Pune,02:00:00,26,74,424,1,173
2023-02-06,Kolkata,03:00:00,23,47,585,16,397
2023-02-06,Bangalore,04:00:00,25,74,263,92,298
2023-02-06,Chennai,05:00:00,35,48,963,1,395
2023-02-06,Bangalore,06:00:00,39,97,1147,52,113
2023-02-06,Mumbai,07:00:00,34,79,1160,15,199
2023-02-06,Bangalore,08:00:00,33,54,978,9,190
2023-02-06,Mumbai,09:00:00,42,67,1101,67,494
2023-02-06,Mumbai,10:00:00,31,65,551,42,290
2023-02-06,Pune,11:00:00,31,97,662,89,461
2023-02-06,Kolkata,12:00:00,35,85,1043,57,404
2023-02-06,Ahmedabad,13:00:00,34,68,519,59,205
2023-02-06,Bangalore,14:00:00,32,92,556,23,493
2023-02-06,Chennai,15:00:00,30,36,292,75,106
2023-02-06,Mumbai,16:00:00,36,87,894,84,180
2023-02-06,Kolkata,17:00:00,40,88,499,15,352
2023-02-06,Delhi,18:00:00,34,77,925,99,239
2023-02-06,Goa,19:00:00,33,34,693,98,456
2023-02-06,Pune,20:00:00,29,65,853,8,410
2023-02-06,Ahmedabad,21:00:00,31,54,794,5,106
2023-02-06,Jaipur,22:00:00,35,74,588,64,251
2023-02-06,Pune,23:00:00,34,48,810,77,389
2023-02-07,Delhi,00:00:00,29,36,992,23,225
2023-02-07,Goa,01:00:00,23,87,633,9,384
2023-02-07,Delhi,02:00:00,42,95,301,81,381
2023-02-07,Bangalore,03:00:00,28,68,1040,72,173
2023-02-07,Mumbai,04:00:00,40,47,577,26,144
2023-02-07,Ahmedabad,05:00:00,39,30,782,82,116
2023-02-07,Hyderabad,06:00:00,28,92,1084,99,332
2023-02-07,Mumbai,07:00:00,40,32,537,2,263
2023-02-07,Hyderabad,08:00:00,44,50,1097,37,162
2023-02-07,Goa,09:00:00,43,59,1083,72,192
2023-02-07,Kolkata,10:00:00,39,40,977,73,421
2023-02-07,Jaipur,11:00:00,30,51,691,72,191
2023-02-07,Chennai,12:00:00,30,86,841,16,472
2023-02-07,Mumbai,13:00:00,26,32,259,47,141
2023-02-07,Ahmedabad,14:00:00,40,59,1012,48,340
2023-02-07,Delhi,15:00:00,29,74,708,42,426
2023-02-07,Ahmedabad,16:00:00,23,65,591,83,354
2023-02-07,Goa,17:00:00,24,93,1153,6,430
2023-02-07,Hyderabad,18:00:00,24,83,318,67,170
2023-02-07,Delhi,19:00:00,30,97,974,73,398
2023-02-07,Chennai,20:00:00,28,79,1194,20,315
2023-02-07,Chennai,21:00:00,35,60,670,77,410
2023-02-07,Mumbai,22:00:00,28,58,527,24,155
2023-02-07,Goa,23:00:00,41,88,220,80,178
2023-02-08,Kolkata,00:00:00,23,65,296,60,438
2023-02-08,Goa,01:00:00,21,96,1014,27,220
2023-02-08,Hyderabad,02:00:00,33,40,712,77,301
2023-02-08,Ahmedabad,03:00:00,22,40,1107,51,427
2023-02-08,Chennai,04:00:00,37,55,914,12,356
2023-02-08,Ahmedabad,05:00:00,40,82,1143,33,229
2023-02-08,Ahmedabad,06:00:00,25,43,839,66,448
2023-02-08,Ahmedabad,07:00:00,30,93,549,3,141
2023-02-08,Chennai,08:00:00,40,39,331,43,173
2023-02-08,Pune,09:00:00,37,60,745,14,333
2023-02-08,Bangalore,10:00:00,31,65,798,83,108
2023-02-08,Hyderabad,11:00:00,24,39,231,7,469
2023-02-08,Pune,12:00:00,28,55,458,4,130
2023-02-08,Hyderabad,13:00:00,39,49,675,65,195
2023-02-08,Delhi,14:00:00,37,73,1035,91,357
2023-02-08,Goa,15:00:00,38,91,1024,85,379
2023-02-08,Goa,16:00:00,22,38,1081,72,328
2023-02-08,Jaipur,17:00:00,28,53,1171,91,344
2023-02-08,Goa,18:00:00,23,41,1119,45,297
2023-02-08,Chennai,19:00:00,36,89,232,64,331
2023-02-08,Kolkata,20:00:00,36,45,1098,99,398
2023-02-08,Mumbai,21:00:00,42,58,587,65,150
2023-02-08,Jaipur,22:00:00,42,61,997,25,316
2023-02-08,Mumbai,23:00:00,21,64,1037,30,273
2023-02-09,Hyderabad,00:00:00,28,72,760,50,174
2023-02-09,Mumbai,01:00:00,28,82,997,40,198
2023-02-09,Mumbai,02:00:00,24,49,655,50,100
2023-02-09,Jaipur,03:00:00,34,37,793,18,223
2023-02-09,Delhi,04:00:00,34,71,343,94,216
2023-02-09,Ahmedabad,05:00:00,22,99,1148,72,442
2023-02-09,Goa,06:00:00,38,45,1101,2,294
2023-02-09,Goa,07:00:00,22,98,991,37,332
2023-02-09,Chennai,08:00:00,25,82,1082,69,228
2023-02-09,Jaipur,09:00:00,23,74,803,44,473
2023-02-09,Chennai,10:00:00,43,80,423,70,162
2023-02-09,Kolkata,11:00:00,32,35,416,40,335
2023-02-09,Kolkata,12:00:00,32,62,355,24,431
2023-02-09,Chennai,13:00:00,30,44,988,88,329
2023-02-09,Jaipur,14:00:00,24,43,719,49,289
2023-02-09,Chennai,15:00:00,20,68,235,0,288
2023-02-09,Goa,16:00:00,28,92,835,53,267
2023-02-09,Pune,17:00:00,36,34,208,85,194
2023-02-09,Bangalore,18:00:00,41,81,239,83,256
2023-02-09,Mumbai,19:00:00,20,45,668,12,390
2023-02-09,Bangalore,20:00:00,22,67,378,39,447
2023-02-09,Jaipur,21:00:00,34,82,840,20,440
2023-02-09,Bangalore,22:00:00,40,82,1158,86,494
2023-02-09,Kolkata,23:00:00,42,75,700,40,238
2023-02-10,Hyderabad,00:00:00,29,44,572,60,290
